PK_MEDICAMENTO,CODIGO_ATC,PRINCIPIOS_ATIVOS_WHODRUG,NOME_MEDICAMENTO_WHODRUG,PK_ATC,DESCRICAO
7541,D06AX,Mupirocin,Mupirocina isdin,outros,outros
7542,D06AX,Neomycin sulfate,Sulfato de neomicina,outros,outros
7543,D06AX_x000D_|D09AA_x000D_|J01XC_x000D_|S01AA,Ácido fusídico,Acido fusidico,outros,outros
7544,D06AX_x000D_|D09AA_x000D_|J01XC_x000D_|S01AA,Ácido fusídico,Fusidic acid,outros,outros
7545,D06AX_x000D_|D10AF_x000D_|J01FA_x000D_|S01AA,Erythromycin,Eritromicina,outros,outros
7546,D06AX_x000D_|D10AF_x000D_|J01FA_x000D_|S01AA,Erythromycin,Erythromycin,outros,outros
7547,D06AX_x000D_|G01AA,Chloramphenicol_x000D_|Colagenase,Gyno Iruxol,outros,outros
7548,D06AX_x000D_|G01AA_x000D_|J01MA_x000D_|P01AB_x000D_|S01AE_x000D_|S02AA_x000D_|S03AA,Ofloxacin,Ofloxacino,outros,outros
7549,D06AX_x000D_|G01AA_x000D_|J01MA_x000D_|S01AE_x000D_|S02AA_x000D_|S03AA,Ciprofloxacin,Ciprofloxacin,outros,outros
7550,D06AX_x000D_|G01AA_x000D_|J01MA_x000D_|S01AE_x000D_|S02AA_x000D_|S03AA,Ciprofloxacin,Ciprofloxacine,outros,outros
7551,D06AX_x000D_|G01AA_x000D_|J01MA_x000D_|S01AE_x000D_|S02AA_x000D_|S03AA,Ciprofloxacin,Ciprofloxacino,outros,outros
7552,D06AX_x000D_|G01AA_x000D_|J01MA_x000D_|S01AE_x000D_|S02AA_x000D_|S03AA,Cloridrato de ciprofloxacino,Ciprofloxacin hydrochloride,outros,outros
7553,D06AX_x000D_|G01AA_x000D_|J01MA_x000D_|S01AE_x000D_|S02AA_x000D_|S03AA,Cloridrato de ciprofloxacino,Ciprofloxacini hydrochloridum,outros,outros
7554,D06AX_x000D_|G01AA_x000D_|J01MA_x000D_|S01AE_x000D_|S03AA,Norfloxacin,Norfloxacin,outros,outros
7555,D06AX_x000D_|G01AA_x000D_|J01MA_x000D_|S01AE_x000D_|S03AA,Norfloxacin,Norfloxacino,outros,outros
7556,D06AX_x000D_|J01CE_x000D_|S01AA,Benzilpenicilina,Bencilpenicilina,outros,outros
7557,D06AX_x000D_|J01CE_x000D_|S01AA,Benzilpenicilina procaína,Procaine benzylpenicillin,outros,outros
7558,D06AX_x000D_|J01FA,Clarithromycin,Clarithromycin,outros,outros
7559,D06AX_x000D_|J01FA,Clarithromycin,Claritromicina,outros,outros
7560,D06AX_x000D_|J01GB,Sulfato de gentamicina,Gentamina,outros,outros
7561,D06AX_x000D_|J01GB_x000D_|S01AA,Amicacina,Amicacina,outros,outros
7562,D06AX_x000D_|J01GB_x000D_|S01AA,Amicacina,Amikacin,outros,outros
7563,D06AX_x000D_|J01GB_x000D_|S01AA,Sulfato de amicacina,Amikacin,outros,outros
7564,D06AX_x000D_|J01GB_x000D_|S01AA,Sulfato de amicacina,Amikacin sulfate,outros,outros
7565,D06AX_x000D_|J01GB_x000D_|S01AA,Sulfato de amicacina,Amikacin sulphate,outros,outros
7566,D06AX_x000D_|J01GB_x000D_|S01AA,Sulfato de gentamicina,Gentamicina,outros,outros
7567,D06AX_x000D_|J01GB_x000D_|S01AA_x000D_|S02AA_x000D_|S03AA,Gentamicin,Gentamicin,outros,outros
7568,D06AX_x000D_|J01GB_x000D_|S01AA_x000D_|S02AA_x000D_|S03AA,Gentamicin,Gentamicina,outros,outros
7569,D06AX_x000D_|J01GB_x000D_|S01AA_x000D_|S02AA_x000D_|S03AA,Sulfato de gentamicina,Genta,outros,outros
7570,D06AX_x000D_|J01GB_x000D_|S01AA_x000D_|S02AA_x000D_|S03AA,Sulfato de gentamicina,Gentamicin,outros,outros
7571,D06AX_x000D_|J01GB_x000D_|S01AA_x000D_|S02AA_x000D_|S03AA,Sulfato de gentamicina,Gentamin,outros,outros
7572,D06AX_x000D_|J01MA_x000D_|S01AE,Moxifloxacin,Moxifloxacin,outros,outros
7573,D06AX_x000D_|J01MA_x000D_|S01AE,Moxifloxacin,Moxifloxacino,outros,outros
7574,D06AX_x000D_|J01MA_x000D_|S01AE_x000D_|S02AA_x000D_|S03AA,Levofloxacina,Levofloxacin,outros,outros
7575,D06AX_x000D_|J01MA_x000D_|S01AE_x000D_|S02AA_x000D_|S03AA,Levofloxacina,Levofloxacino,outros,outros
7576,D06AX_x000D_|J01MA_x000D_|S01AE_x000D_|S03AA,Moxifloxacin,Moxifloxacin,outros,outros
7577,D06AX_x000D_|J01MA_x000D_|S01AE_x000D_|S03AA,Moxifloxacin,Moxifloxacino,outros,outros
7578,D06AX_x000D_|J01XX_x000D_|J04AB_x000D_|J04BA_x000D_|S01AA,Rifampicin,Rifampicin,outros,outros
7579,D06AX_x000D_|J01XX_x000D_|J04AB_x000D_|J04BA_x000D_|S01AA,Rifampicin,Rifampicina,outros,outros
7580,D06AX_x000D_|J01XX_x000D_|J04AB_x000D_|J04BA_x000D_|S01AA,Rifampicin,Rifampicine,outros,outros
7581,D06AX_x000D_|J01XX_x000D_|J04AB_x000D_|J04BA_x000D_|S01AA,Rifampicin,Rifampin,outros,outros
7582,D06AX_x000D_|J04AB_x000D_|S02AA,Rifamicina sv sódica,Rifocina,outros,outros
7583,D06AX_x000D_|R01AX,Mupirocin,Mupirocina,outros,outros
7584,D06AX_x000D_|R01AX,Mupirocina cálcio,Bactroban,outros,outros
7585,D06AX|D10AF|J01FA|S01AA,Erythromycin,Eritromicina,outros,outros
7586,D06AX|D10AF|J01FA|S01AA,Erythromycin,Erythromycin,outros,outros
7587,D06AX|G01AA,Chloramphenicol|Collagenase,Iruxol,outros,outros
7588,D06AX|G01AA|J01MA|P01AB|S01AE|S02AA|S03AA,Ofloxacin,Ofloxacino,outros,outros
7589,D06AX|G01AA|J01MA|S01AE|S02AA|S03AA,Ciprofloxacin,Ciprofloxacin,outros,outros
7590,D06AX|G01AA|J01MA|S01AE|S02AA|S03AA,Ciprofloxacin,Ciprofloxacine,outros,outros
7591,D06AX|G01AA|J01MA|S01AE|S02AA|S03AA,Ciprofloxacin,Ciprofloxacino,outros,outros
7592,D06AX|G01AA|J01MA|S01AE|S02AA|S03AA,Ciprofloxacin hydrochloride,Ciprofloxacin hydrochloride,outros,outros
7593,D06AX|G01AA|J01MA|S01AE|S02AA|S03AA,Cloridrato de ciprofloxacino,Ciprofloxacin hydrochloride,outros,outros
7594,D06AX|G01AA|J01MA|S01AE|S02AA|S03AA,Cloridrato de ciprofloxacino,Ciprofloxacini hydrochloridum,outros,outros
7595,D06AX|G01AA|J01MA|S01AE|S03AA,Norfloxacin,Norfloxacin,outros,outros
7596,D06AX|G01AA|J01MA|S01AE|S03AA,Norfloxacin,Norfloxacino,outros,outros
7597,D06AX|J01CE|S01AA,Benzylpenicillin,Bencilpenicilina,outros,outros
7598,D06AX|J01CE|S01AA,Benzylpenicillin,Benzylpenicillin,outros,outros
7599,D06AX|J01FA,Clarithromycin,Clarithromycin,outros,outros
7600,D06AX|J01FA,Clarithromycin,Claritromicina,outros,outros
7601,D06AX|J01FA|L01DC,Clarithromycin,Clarithromycin,outros,outros
7602,D06AX|J01FA|L01DC,Clarithromycin,Claritromicina,outros,outros
7603,D06AX|J01GB,Gentamicin sulfate,Gentamina,outros,outros
7604,D06AX|J01GB|R01AX|S01AA|S02AA|S03AA,Gentamicin,Gentamicina,outros,outros
7605,D06AX|J01GB|S01AA,Amicacina,Amicacina,outros,outros
7606,D06AX|J01GB|S01AA,Amikacin,Amicacina,outros,outros
7607,D06AX|J01GB|S01AA,Amikacin,Amikacin,outros,outros
7608,D06AX|J01GB|S01AA,Gentamicin sulfate,Garamicina,outros,outros
7609,D06AX|J01GB|S01AA,Gentamicin sulfate,Gencin,outros,outros
7610,D06AX|J01GB|S01AA,Gentamicin sulfate,Gentamicina,outros,outros
7611,D06AX|J01GB|S01AA,Neomycin sulfate,Neomycin sulphate,outros,outros
7612,D06AX|J01GB|S01AA,Sulfato de amicacina,Amikacin,outros,outros
7613,D06AX|J01GB|S01AA,Sulfato de gentamicina,Gentamicina,outros,outros
7614,D06AX|J01GB|S01AA|S02AA|S03AA,Gentamicin,Gentamicin,outros,outros
7615,D06AX|J01GB|S01AA|S02AA|S03AA,Gentamicin,Gentamicina,outros,outros
7616,D06AX|J01GB|S01AA|S02AA|S03AA,Gentamicin,Gentamina,outros,outros
7617,D06AX|J01GB|S01AA|S02AA|S03AA,Gentamicin sulfate,Gentamicin,outros,outros
7618,D06AX|J01GB|S01AA|S02AA|S03AA,Gentamicin sulfate,Gentamin,outros,outros
7619,D06AX|J01GB|S01AA|S02AA|S03AA,Gentamicin sulfate,Gentamycin,outros,outros
7620,D06AX|J01GB|S01AA|S03AA,Gentamicin sulfate,Gentin,outros,outros
7621,D06AX|J01MA|S01AE,Moxifloxacin,Moxifloxacin,outros,outros
7622,D06AX|J01MA|S01AE,Moxifloxacin,Moxifloxacino,outros,outros
7623,D06AX|J01MA|S01AE|S02AA|S03AA,Ciprofloxacin hydrochloride,Ciprofloxacin HCL,outros,outros
7624,D06AX|J01MA|S01AE|S02AA|S03AA,Ciprofloxacin hydrochloride,Ciprofloxacin hcl,outros,outros
7625,D06AX|J01MA|S01AE|S02AA|S03AA,Ciprofloxacin hydrochloride,Ciprofloxacin hydrochloride,outros,outros
7626,D06AX|J01MA|S01AE|S02AA|S03AA,Levofloxacin,Levofloxacin,outros,outros
7627,D06AX|J01MA|S01AE|S02AA|S03AA,Levofloxacin,Levofloxacino,outros,outros
7628,D06AX|J01MA|S01AE|S02AA|S03AA,Levofloxacina,Levofloxacin,outros,outros
7629,D06AX|J01MA|S01AE|S02AA|S03AA,Levofloxacina,Levofloxacino,outros,outros
7630,D06AX|J01MA|S01AE|S02AA|S03AA,Ofloxacin,Ofloxacin,outros,outros
7631,D06AX|J01MA|S01AE|S03AA,Moxifloxacin,Moxifloxacin,outros,outros
7632,D06AX|J01MA|S01AE|S03AA,Moxifloxacin,Moxifloxacino,outros,outros
7633,D06AX|J01MA|S01AE|S03AA,Norfloxacin,Norfloxacin,outros,outros
7634,D06AX|J01MA|S01AE|S03AA,Norfloxacin,Norfloxacino,outros,outros
7635,D06AX|J01XX|J04AB|J04BA|S01AA,Rifampicin,Rifampicin,outros,outros
7636,D06AX|J01XX|J04AB|J04BA|S01AA,Rifampicin,Rifampicina,outros,outros
7637,D06AX|J01XX|J04AB|J04BA|S01AA,Rifampicin,Rifampin,outros,outros
7638,D06AX|J04AB|S02AA,Rifamycin sodium,Rifamicina,outros,outros
7639,D06AX|J04AB|S02AA,Rifamycin sodium,Rifocina,outros,outros
7640,D06AX|R01AX,Mupirocin,Bactroban,outros,outros
7641,D06AX|R01AX,Mupirocin,Mupirocin,outros,outros
7642,D06BA,Sulfadiazina de prata,Dermazine,outros,outros
7643,D06BA,Sulfadiazina de prata,Neozine,outros,outros
7644,D06BA,Sulfadiazina de prata,Sulfadiazina de prata,outros,outros
7645,D06BA,Sulfadiazine silver,Neozine,outros,outros
7646,D06BA,Sulfadiazine silver,Sulfadiazina de Prata,outros,outros
7647,D06BA,Sulfadiazine silver,Sulfadiazina de prata,outros,outros
7648,D06BA_x000D_|J01EC_x000D_|S01AB,Sulfadiazine,Sulfadiazina,outros,outros
7649,D06BA_x000D_|J01EC_x000D_|S01AB,Sulfadiazine,Sulfadiazine,outros,outros
7650,D06BA_x000D_|J01EC_x000D_|S01AB,Sulfadiazine,Sulfadiazinum,outros,outros
7651,D06BA|J01EB,Sulfanilamide,Sulfa,outros,outros
7652,D06BA|J01EC|S01AB,Sulfadiazine,Sulfadiazina,outros,outros
7653,D06BA|J01EC|S01AB,Sulfadiazine,Sulfadiazine,outros,outros
7654,D06BB,Imiquimode,Modik,outros,outros
7655,D06BB_x000D_|J05AB,Aciclovir,Aciclo,outros,outros
7656,D06BB_x000D_|J05AB,Aciclovir,Acivirax,outros,outros
7657,D06BB_x000D_|J05AB,Aciclovir,Uni vir,outros,outros
7658,D06BB_x000D_|J05AB,Aciclovir,Univir,outros,outros
7659,D06BB_x000D_|J05AB_x000D_|J05AP_x000D_|R01AX_x000D_|S01AD,Ribavirina,Ribavirin,outros,outros
7660,D06BB_x000D_|J05AB_x000D_|J05AP_x000D_|R01AX_x000D_|S01AD,Ribavirina,Ribavirina,outros,outros
7661,D06BB_x000D_|J05AB_x000D_|S01AD,Aciclovir,Aciclovir,outros,outros
7662,D06BB_x000D_|J05AB_x000D_|S01AD,Aciclovir,Aciclovir sandoz,outros,outros
7663,D06BB_x000D_|J05AB_x000D_|S01AD,Aciclovir,Acyclovir,outros,outros
7664,D06BB_x000D_|J05AB_x000D_|S01AD,Aciclovir,Clovir,outros,outros
7665,D06BB_x000D_|J05AB_x000D_|S01AD,Aciclovir,Zovirax,outros,outros
7666,D06BB_x000D_|J05AB_x000D_|S01AD,Aciclovir sódico,Aciclovir sodium,outros,outros
7667,D06BB_x000D_|J05AB_x000D_|S01AD,Aciclovir sódico,Acyclovir sodium,outros,outros
7668,D06BB_x000D_|J05AB_x000D_|S01AD,Ganciclovir,Ganciclovir,outros,outros
7669,D06BB_x000D_|J05AD_x000D_|S01AD,Foscarnete,Foscarnet,outros,outros
7670,D06BB|J05AB,Aciclovir,Aciclo,outros,outros
7671,D06BB|J05AB,Aciclovir,Uni vir,outros,outros
7672,D06BB|J05AB,Aciclovir,Univir,outros,outros
7673,D06BB|J05AB,Ganciclovir sodium,Cymevan,outros,outros
7674,D06BB|J05AB,Ganciclovir sódico,Ganciclovir sodium,outros,outros
7675,D06BB|J05AB|J05AP|R01AX|S01AD,Ribavirin,Ribavirin,outros,outros
7676,D06BB|J05AB|J05AP|R01AX|S01AD,Ribavirin,Ribavirina,outros,outros
7677,D06BB|J05AB|S01AD,Aciclovir,Aciclovir,outros,outros
7678,D06BB|J05AB|S01AD,Aciclovir,Acyclovir,outros,outros
7679,D06BB|J05AB|S01AD,Aciclovir,Hervirax,outros,outros
7680,D06BB|J05AB|S01AD,Aciclovir,Zovirax,outros,outros
7681,D06BB|J05AB|S01AD,Ganciclovir,Ganciclovir,outros,outros
7682,D06BB|J05AD,Foscarnet,Foscarnet,outros,outros
7683,D06BB|J05AD,Foscarnet sodium,Foscavir,outros,outros
7684,D06BB|J05AD|S01AD,Foscarnete,Foscarnet,outros,outros
7685,D06C,,"Antibiotics and chemotherapeutics, combinations",outros,outros
7686,D07AA,Acetato de hidrocortisona,Acetato de hidrocortisona,outros,outros
7687,D07AA,Acetato de hidrocortisona,Berlison,outros,outros
7688,D07AA,Hydrocortisone,Beta hc,outros,outros
7689,D07AA,Hydrocortisone,Cortisonal,outros,outros
7690,D07AA,Hydrocortisone,Hidrocortisona,outros,outros
7691,D07AA,Hydrocortisone,Hidrocortizon,outros,outros
7692,D07AA,Hydrocortisone,Hidrocortizona,outros,outros
7693,D07AA,Hydrocortisone,Hydrocort,outros,outros
7694,D07AA,Hydrocortisone acetate,Acetato de hidrocortisona,outros,outros
7695,D07AA,Hydrocortisone valerate,Cortisone,outros,outros
7696,D07AA,Prednisolone valerate,Prasol,outros,outros
7697,D07AA,Valerato de hidrocortisona,Hydrocortisone,outros,outros
7698,D07AA_x000D_|D07AC_x000D_|H02AB_x000D_|S01BA,Methylprednisolone,Methylprednisolone,outros,outros
7699,D07AA_x000D_|D07AC_x000D_|H02AB_x000D_|S01BA,Methylprednisolone,Metilprednisolona,outros,outros
7700,D07AA_x000D_|D07AC_x000D_|H02AB_x000D_|S01BA,Methylprednisolone,Metilprednisolone,outros,outros
7701,D07AA_x000D_|H02AB,Acetato de hidrocortisona,Hidrocortisona,outros,outros
7702,D07AA_x000D_|H02AB,Hydrocortisone,Hidrocort,outros,outros
7703,D07AA_x000D_|H02AB,Methylprednisolone,Metipred,outros,outros
7704,D07AA_x000D_|H02AB,Succinato sódico de metilprednisolona,Methylprednisolone,outros,outros
7705,D07AA_x000D_|H02AB_x000D_|S01BA,Acetato de prednisolona,Prednisolon,outros,outros
7706,D07AA_x000D_|H02AB_x000D_|S01BA,Succinato sódico de metilprednisolona,Methylprednisolone sodium succinate,outros,outros
7707,D07AA|D07AC|D10AA|H02AB|S01BA,Methylprednisolone,Methylprednisolone,outros,outros
7708,D07AA|D07AC|D10AA|H02AB|S01BA,Methylprednisolone,Metilprednisolona,outros,outros
7709,D07AA|D07AC|H02AB|S01BA,Methylprednisolone,Methylprednisolone,outros,outros
7710,D07AA|D07AC|H02AB|S01BA,Methylprednisolone,Metilprednisolona,outros,outros
7711,D07AA|D07AC|H02AB|S01BA,Methylprednisolone,Metilprednisolone,outros,outros
7712,D07AA|D10AA|H02AB,Methylprednisolone,Methyl Pred,outros,outros
7713,D07AA|D10AA|H02AB,Methylprednisolone,Methylprednisolon,outros,outros
7714,D07AA|D10AA|H02AB,Methylprednisolone,Metipred,outros,outros
7715,D07AA|D10AA|H02AB,Methylprednisolone sodium succinate,Methylprednisolone sodium succinate,outros,outros
7716,D07AA|H02AB,Acetato de hidrocortisona,Hidrocortisona,outros,outros
7717,D07AA|H02AB,Hydrocortisone acetate,Hidrocortisona,outros,outros
7718,D07AA|H02AB,Methylprednisolone,Methylprednisolon,outros,outros
7719,D07AA|H02AB,Methylprednisolone sodium succinate,Methylprednisolone,outros,outros
7720,D07AA|H02AB|S01BA,Prednisolone acetate,Prednisolon,outros,outros
7721,D07AB,Acetato de dexametasona,Acetato de dexametasona,outros,outros
7722,D07AB,Acetato de dexametasona,Uni Dexa,outros,outros
7723,D07AB,Butirato de hidrocortisona,Hidrocortisona,outros,outros
7724,D07AB,Butirato de hidrocortisona,Hidrocortisona Bayer,outros,outros
7725,D07AB,Clobetasone butyrate,Topison,outros,outros
7726,D07AB,Desonide,Desonol,outros,outros
7727,D07AB,Dexamethasone,Dexametax,outros,outros
7728,D07AB,Dexamethasone acetate,Acetato de dexametasona,outros,outros
7729,D07AB,Hydrocortisone butyrate,Hidrocortisona,outros,outros
7730,D07AB,Hydrocortisone butyrate,Locoid,outros,outros
7731,D07AB_x000D_|H02AB,Acetato de dexametasona,Dexametasona,outros,outros
7732,D07AB_x000D_|H02AB,Dexamethasone,Dexame,outros,outros
7733,D07AB_x000D_|H02AB,Dexamethasone,Dexametazona,outros,outros
7734,D07AB_x000D_|H02AB_x000D_|S01BA,Acetato de dexametasona,Dexamethasone,outros,outros
7735,D07AB_x000D_|H02AB_x000D_|S01BA,Dexamethasone,Dexamethason,outros,outros
7736,D07AB_x000D_|H02AB_x000D_|S01BA,Fosfato dissódico de dexametasona,Dexametasona,outros,outros
7737,D07AB_x000D_|H02AB_x000D_|S01BA_x000D_|S03BA,Dexamethasone,Decadron,outros,outros
7738,D07AB_x000D_|H02AB_x000D_|S01BA_x000D_|S03BA,Dexamethasone sodium succinate,Dexamethasone sodium succinate,outros,outros
7739,D07AB_x000D_|S01BA,Desonide,Desonida,outros,outros
7740,D07AB_x000D_|S01BA,Desonide,Desonide,outros,outros
7741,D07AB_x000D_|S01BA,Dexamethasone_x000D_|Prednisolone,"Dexamethasone,Prednisolone",outros,outros
7742,D07AB|H02AB,Acetato de dexametasona,Dexametasona,outros,outros
7743,D07AB|H02AB,Dexamethasone,Dexame,outros,outros
7744,D07AB|H02AB,Dexamethasone,Dexametazona,outros,outros
7745,D07AB|H02AB,Dexamethasone acetate,Dexametasona,outros,outros
7746,D07AB|H02AB,Triamcinolone acetonide,Triamcinolona,outros,outros
7747,D07AB|H02AB|S01BA,Dexamethasone,Dexamethason,outros,outros
7748,D07AB|H02AB|S01BA,Dexamethasone acetate,Dexamethasone,outros,outros
7749,D07AB|H02AB|S01BA,Dexamethasone sodium phosphate,Dexametasona,outros,outros
7750,D07AB|H02AB|S01BA,Fosfato dissódico de dexametasona,Dexametasona,outros,outros
7751,D07AB|H02AB|S01BA|S03BA,Dexamethasone,Decadron,outros,outros
7752,D07AB|S01BA,Acetato de fluormetolona,Fluorometholone acetate,outros,outros
7753,D07AB|S01BA,Desonide,Desonida,outros,outros
7754,D07AB|S01BA,Desonide,Desonol,outros,outros
7755,D07AB|S01BA,Dexamethasone|Prednisolone,Revipan cort,outros,outros
7756,D07AC,Acetato de betametasona_x000D_|Fosfato sódico de betametasona,Celestone,outros,outros
7757,D07AC,Betamethasone acetate|Betamethasone sodium phosphate,Beta long,outros,outros
7758,D07AC,Betamethasone acetate|Betamethasone sodium phosphate,Celestone,outros,outros
7759,D07AC,Betamethasone dipropionate,Betametasone Dipropionato,outros,outros
7760,D07AC,Betamethasone dipropionate,Betametazona fiterman,outros,outros
7761,D07AC,Betamethasone dipropionate,Betamethasone,outros,outros
7762,D07AC,Betamethasone dipropionate,Betasone,outros,outros
7763,D07AC,Betamethasone dipropionate,Dipropionato de Betametasona,outros,outros
7764,D07AC,Betamethasone dipropionate,Diprospan,outros,outros
7765,D07AC,Betamethasone valerate,Benevat,outros,outros
7766,D07AC,Betamethasone valerate,Coid,outros,outros
7767,D07AC,Diflorasone diacetate,Maxiflor,outros,outros
7768,D07AC,Dipropionato de betametasona,Beta,outros,outros
7769,D07AC,Dipropionato de betametasona,Betametasona dipropionato,outros,outros
7770,D07AC,Dipropionato de betametasona,Betametazona fiterman,outros,outros
7771,D07AC,Dipropionato de betametasona,Dipropionato de Betametasona,outros,outros
7772,D07AC,Dipropionato de betametasona,Diprosan,outros,outros
7773,D07AC,Dipropionato de betametasona,Diprospan,outros,outros
7774,D07AC,Fludroxycortide,Drenison oclusivo,outros,outros
7775,D07AC,Fluocinolona acetonida,Flumicin,outros,outros
7776,D07AC,Fluocinolone acetonide,Adermina,outros,outros
7777,D07AC,Flurandrenolida,Drenison oclusivo,outros,outros
7778,D07AC,Flurandrenolida,Fludroxicortida,outros,outros
7779,D07AC,Flurandrenolida,Fludroxycortide,outros,outros
7780,D07AC,Furoato de mometasona,Topison,outros,outros
7781,D07AC,Methylprednisolone aceponate,Advantan,outros,outros
7782,D07AC,Mometasone furoate,Resgat,outros,outros
7783,D07AC,Mometasone furoate,Topison,outros,outros
7784,D07AC,Prednicarbate,Preni,outros,outros
7785,D07AC,Propionato de halobetasol,Halobex,outros,outros
7786,D07AC,Ulobetasol,Halobetasol,outros,outros
7787,D07AC,Valerato de betametasona,Betamethasone,outros,outros
7788,D07AC,Valerato de betametasona,Betnovate,outros,outros
7789,D07AC_x000D_|H02AB,Acetato de betametasona_x000D_|Fosfato sódico de betametasona,Celestone soluspan,outros,outros
7790,D07AC_x000D_|H02AB,Betamethasone,Celestone,outros,outros
7791,D07AC_x000D_|H02AB,Dipropionato de betametasona,Betametasona,outros,outros
7792,D07AC_x000D_|H02AB,Dipropionato de betametasona,Diprosone,outros,outros
7793,D07AC_x000D_|H02AB,Dipropionato de betametasona_x000D_|Fosfato sódico de betametasona,Betaprospan,outros,outros
7794,D07AC_x000D_|H02AB,Dipropionato de betametasona_x000D_|Fosfato sódico de betametasona,Diprospan,outros,outros
7795,D07AC_x000D_|H02AB,Fosfato sódico de betametasona,Betametasona,outros,outros
7796,D07AC_x000D_|H02AB,Valerato de betametasona,Betametasona,outros,outros
7797,D07AC_x000D_|H02AB_x000D_|S01BA,Fosfato sódico de betametasona,Celestone,outros,outros
7798,D07AC_x000D_|R01AD,Furoato de mometasona,Furoato de mometasona,outros,outros
7799,D07AC_x000D_|R01AD,Furoato de mometasona,Mometasone,outros,outros
7800,D07AC_x000D_|R01AD_x000D_|R03BA,Dipropionato de beclometasona,Beclometasone,outros,outros
7801,D07AC_x000D_|R01AD_x000D_|R03BA,Dipropionato de beclometasona,Beclosol,outros,outros
7802,D07AC_x000D_|R01AD_x000D_|R03BA,Dipropionato de beclometasona,Clenil,outros,outros
7803,D07AC_x000D_|R01AD_x000D_|R03BA,Dipropionato de beclometasona,Clenil a,outros,outros
7804,D07AC_x000D_|R01AD_x000D_|R03BA,Fluticasone,Fluticasona,outros,outros
7805,D07AC_x000D_|R01AD_x000D_|R03BA,Fluticasone,Fluticasone,outros,outros
7806,D07AC_x000D_|R01AD_x000D_|R03BA,Furoato de mometasona,Mometasone furoate,outros,outros
7807,D07AC_x000D_|R01AD_x000D_|R03BA,Mometasone,Mometasona,outros,outros
7808,D07AC_x000D_|R01AD_x000D_|R03BA,Propionato de fluticasona,Flixotide,outros,outros
7809,D07AC_x000D_|S01BA,Difluprednate,Durezol,outros,outros
7810,D07AC|H02AB,Betamethasone acetate|Betamethasone sodium phosphate,Celestone soluspan,outros,outros
7811,D07AC|H02AB,Betamethasone dipropionate,Betametasona,outros,outros
7812,D07AC|H02AB,Betamethasone dipropionate,Diprosone,outros,outros
7813,D07AC|H02AB,Betamethasone dipropionate|Betamethasone sodium phosphate,Diprospan,outros,outros
7814,D07AC|H02AB,Betamethasone sodium phosphate,Betametasona,outros,outros
7815,D07AC|H02AB,Betamethasone valerate,Betametasona,outros,outros
7816,D07AC|H02AB,Dipropionato de betametasona|Fosfato sódico de betametasona,Diprospan,outros,outros
7817,D07AC|H02AB,Fosfato sódico de betametasona,Betametasona,outros,outros
7818,D07AC|H02AB|S01BA,Betamethasone sodium phosphate,Celestone,outros,outros
7819,D07AC|R01AD,Budesonide,Obusonid,outros,outros
7820,D07AC|R01AD,Furoato de mometasona,Furoato de mometasona,outros,outros
7821,D07AC|R01AD,Mometasone furoate,Furoato de mometasona,outros,outros
7822,D07AC|R01AD|R03BA,Beclometasone dipropionate,Clenil,outros,outros
7823,D07AC|R01AD|R03BA,Beclometasone dipropionate,Clenil a,outros,outros
7824,D07AC|R01AD|R03BA,Beclometasone dipropionate,Clenil-a,outros,outros
7825,D07AC|R01AD|R03BA,Beclometasone dipropionate,Miflasona,outros,outros
7826,D07AC|R01AD|R03BA,Dipropionato de beclometasona,Clenil,outros,outros
7827,D07AC|R01AD|R03BA,Dipropionato de beclometasona,Clenil a,outros,outros
7828,D07AC|R01AD|R03BA,Fluticasone,Fluticasona,outros,outros
7829,D07AC|R01AD|R03BA,Fluticasone,Fluticasone,outros,outros
7830,D07AC|R01AD|R03BA,Fluticasone propionate,Flixotide,outros,outros
7831,D07AC|R01AD|R03BA,Fluticasone propionate,Fluticasone,outros,outros
7832,D07AC|R01AD|R03BA,Fluticasone propionate,Fluticasone propionate,outros,outros
7833,D07AC|R01AD|R03BA,Mometasone,Mometasona,outros,outros
7834,D07AC|R01AD|R03BA,Mometasone furoate,Mometasona,outros,outros
7835,D07AC|R01AD|R03BA,Mometasone furoate,Mometasone furoate,outros,outros
7836,D07AC|R01AD|R03BA,Propionato de fluticasona,Flixotide,outros,outros
7837,D07AD,Clobetasol propionate,Clob x,outros,outros
7838,D07AD,Clobetasol propionate,Clob-x,outros,outros
7839,D07AD,Clobetasol propionate,Clobetasol,outros,outros
7840,D07AD,Clobetasol propionate,Clobetazol,outros,outros
7841,D07AD,Clobetasol propionate,Propionato de clobetasol,outros,outros
7842,D07AD,Clobetasol propionate,Psorex,outros,outros
7843,D07AD,Clobetasol propionate,Therapsor,outros,outros
7844,D07AD,Propionato de clobetasol,Clob x,outros,outros
7845,D07AD,Propionato de clobetasol,Clobetazol,outros,outros
7846,D07AD,Propionato de clobetasol,Propionato de clobetasol,outros,outros
7847,D07AD,Propionato de clobetasol,Propiosol,outros,outros
7848,D07AD,Propionato de clobetasol,Psorex,outros,outros
7849,D07A_x000D_|H02AA_x000D_|S01BA,Acetato de fludrocortisona,Fludrocortisone acetate,outros,outros
7850,D07A_x000D_|H02AA_x000D_|S01BA,Fludrocortisone,Fludrocortisona,outros,outros
7851,D07A_x000D_|H02AA_x000D_|S01BA,Fludrocortisone,Fludrocortisone,outros,outros
7852,D07A|H02AA|S01BA,Fludrocortisone,Fludrocortisona,outros,outros
