PK_MEDICAMENTO,CODIGO_ATC,PRINCIPIOS_ATIVOS_WHODRUG,NOME_MEDICAMENTO_WHODRUG,PK_ATC,DESCRICAO
7853,D07BC,Desoximetasone_x000D_|Sulfato de neomicina,Esperson n,outros,outros
7854,D07CA,Hydrocortisone_x000D_|Cloridrato de oxitetraciclina,Terra cortril,outros,outros
7855,D07CB_x000D_|S01CA,Fosfato dissódico de dexametasona_x000D_|Sulfato de neomicina,Decadron,outros,outros
7856,D07CB|S01CA,Dexamethasone sodium phosphate|Neomycin sulfate,Decadron,outros,outros
7857,D07CC,Betamethasone dipropionate|Gentamicin sulfate,Diprogenta,outros,outros
7858,D07CC,Betamethasone dipropionate|Gentamicin sulfate,Dipropionato Betametasona+Sulfato Gentamicina,outros,outros
7859,D07CC,Betamethasone dipropionate|Ketoconazole|Neomycin sulfate,Cetobeta,outros,outros
7860,D07CC,Betamethasone dipropionate|Ketoconazole|Neomycin sulfate,Cimecort,outros,outros
7861,D07CC,Betamethasone dipropionate|Ketoconazole|Neomycin sulfate,Tricortid,outros,outros
7862,D07CC,Betamethasone dipropionate|Ketoconazole|Neomycin sulfate,Trok N,outros,outros
7863,D07CC,Betamethasone valerate|Clioquinol|Gentamicin sulfate,Quadriderm,outros,outros
7864,D07CC,Betamethasone valerate|Clioquinol|Gentamicin sulfate|Tolnaftate,Quadriderm,outros,outros
7865,D07CC,Betamethasone valerate|Clioquinol|Gentamicin sulfate|Tolnaftate,Quadriderme,outros,outros
7866,D07CC,Betamethasone valerate|Fusidic acid,Verutex B,outros,outros
7867,D07CC,Betamethasone valerate|Gentamicin sulfate,Garamicina v,outros,outros
7868,D07CC,Betamethasone_x000D_|Clioquinol_x000D_|Sulfato de gentamicina_x000D_|Tolnaftate,Quadruple,outros,outros
7869,D07CC,Betamethasone_x000D_|Gentamicin,Garasone,outros,outros
7870,D07CC,Betamethasone|Gentamicin|Zinc,"Betamethasone,Gentamicin,Zinc",outros,outros
7871,D07CC,Dipropionato de betametasona_x000D_|Cetoconazol_x000D_|Sulfato de neomicina,Novacort,outros,outros
7872,D07CC,Dipropionato de betametasona_x000D_|Cetoconazol_x000D_|Sulfato de neomicina,Trok N,outros,outros
7873,D07CC,Dipropionato de betametasona_x000D_|Sulfato de gentamicina,Betogenta,outros,outros
7874,D07CC,Dipropionato de betametasona_x000D_|Sulfato de gentamicina,Diprogenta,outros,outros
7875,D07CC,Dipropionato de betametasona_x000D_|Sulfato de gentamicina,Trok g,outros,outros
7876,D07CC,Dipropionato de betametasona|Sulfato de gentamicina,Trok g,outros,outros
7877,D07CC,Fludroxycortide|Neomycin sulfate,Drenison,outros,outros
7878,D07CC,Flurandrenolida_x000D_|Sulfato de neomicina,Drenison,outros,outros
7879,D07CC,Valerato de betametasona_x000D_|Ácido fusídico,Fusidic acid+betamethasone valerate/mylan,outros,outros
7880,D07CC_x000D_|S01CA_x000D_|S03CA,Dipropionato de betametasona_x000D_|Gentamicin,"Betamethasone dipropionate,Gentamicin",outros,outros
7881,D07CD,Propionato de clobetasol_x000D_|Sulfato de neomicina,Omnipol,outros,outros
7882,D07X,,"Corticosteroids, other combinations",outros,outros
7883,D07XA,Hydrocortisone_x000D_|Cloridrato de lidocaina,Lidocaina / Hidrocortisona,outros,outros
7884,D07XB,Flumetasone pivalate|Salicylic acid,Flusan,outros,outros
7885,D07XC,Betamethasone dipropionate|Salicylic acid,Diprosalic,outros,outros
7886,D07XC,Betamethasone valerate|Hyaluronidase,Postec,outros,outros
7887,D07XC,Dipropionato de betametasona_x000D_|Ácido salicílico,Dermosalic,outros,outros
7888,D07XC,Dipropionato de betametasona_x000D_|Ácido salicílico,Diprosalic,outros,outros
7889,D07XC,Fluocinolone acetonide|Hydroquinone|Tretinoin,Vitacid Plus,outros,outros
7890,D07XC,Valerato de betametasona_x000D_|Hialuronidase,Postec,outros,outros
7891,D07XC,Valerato de betametasona|Hialuronidase,Postec,outros,outros
7892,D08A,Antimony potassium tartrate,Antimony tartrate,outros,outros
7893,D08A,Antimônio tartarato de potássio,Antimony potassium tartrate,outros,outros
7894,D08A,Calcium chlorate,Calcium chlorate,outros,outros
7895,D08A,Nitrato de cerio_x000D_|Sulfadiazina de prata,Dermacerium,outros,outros
7896,D08AA,Acriflavinium,Acriflavin,outros,outros
7897,D08AB,Aluminium acetate,Acetato aluminio,outros,outros
7898,D08AC,Chlorhexidine gluconate,Clorexidina,outros,outros
7899,D08AC,Chlorhexidine gluconate,Clorexidina sanitas,outros,outros
7900,D08AC,Chlorhexidine gluconate,Metiotrat,outros,outros
7901,D08AC,Chlorhexidine gluconate,Riohex,outros,outros
7902,D08AC,Chlorhexidine gluconate|Isopropanol,Chloraprep,outros,outros
7903,D08AC,Gliconato de clorexidina,Clorexidina,outros,outros
7904,D08AC,Gliconato de clorexidina,Clorexidina sanitas,outros,outros
7905,D08AC,Gliconato de clorexidina,Gliconato de clorexidina,outros,outros
7906,D08AC,Gliconato de clorexidina,Riohex,outros,outros
7907,D08AC_x000D_|R01AX_x000D_|R02AA_x000D_|S01AX_x000D_|S03AA,Isetionato de hexamidina,Hexomedine,outros,outros
7908,D08AC|R01AX|R02AA|S01AX|S03AA,Hexamidine isetionate,Hexomedine,outros,outros
7909,D08AC|R02AA|S01AX,Dibrompropamidine,Dibrompropamidina,outros,outros
7910,D08AD,Ácido bórico_x000D_|Borato de sódio,Collyrium,outros,outros
7911,D08AD|S01AX,Sodium borate,Hydralin,outros,outros
7912,D08AG,Iodine,Iodo,outros,outros
7913,D08AG,Iodo,Iodo,outros,outros
7914,D08AG,Povidone-iodine,Iodina,outros,outros
7915,D08AG,Povidone-iodine,Iodo povidona,outros,outros
7916,D08AG,Povidone-iodine,Pvpi,outros,outros
7917,D08AG,Povidone-iodine,Solucao pvpi,outros,outros
7918,D08AG_x000D_|G01AX,Povidone-iodine,Betadin,outros,outros
7919,D08AG_x000D_|S01AX,Povidone-iodine,Iodopovidona,outros,outros
7920,D08AG|G01AX,Povidone-iodine,Betadin,outros,outros
7921,D08AG|S01AX,Povidone-iodine,Iodopovidona,outros,outros
7922,D08AH|G01AC|R02AA,Dequalinium chloride,Dequadin,outros,outros
7923,D08AJ,Brometo de cetrimônio,Cetrilan,outros,outros
7924,D08AJ,Brometo de cetrimônio,Dekka,outros,outros
7925,D08AJ,Cetrimonium bromide,Cetrilan,outros,outros
7926,D08AJ_x000D_|R02AA,Brometo de cetrimônio,Cetrimide,outros,outros
7927,D08AJ|R02AA,Cetylpyridinium chloride,Cepacol,outros,outros
7928,D08AK,Thiomersal,Timerosal,outros,outros
7929,D08AK|S01AX|V91,Mercury,Mercury,outros,outros
7930,D08AL,Nitrato de prata,Nitrato de prata,outros,outros
7931,D08AL,Silver nitrate,Nitrato de prata,outros,outros
7932,D08AL,Silver oxide,Acticoat,outros,outros
7933,D08AL|S01AX,Silver nitrate,Nitrato de Plata,outros,outros
7934,D08AW_x000D_|V90,Melaleuca alternifolia oil,Tea tree oil,outros,outros
7935,D08AX,Etanol,Alcool,outros,outros
7936,D08AX,Etanol,Alcool etilic eladum 70%,outros,outros
7937,D08AX,Etanol,Clorexidina Alc,outros,outros
7938,D08AX,Etanol,Lenco umedecido com alcool 70% swab needs,outros,outros
7939,D08AX,Ethanol,Alcool,outros,outros
7940,D08AX,Ethanol,Clorexidina Alc,outros,outros
7941,D08AX,Glycerol|Magnesium sulfate|Phenol,Magnesium sulphate,outros,outros
7942,D08AX,Hipoclorito de sódio,Hipoclorito sodico,outros,outros
7943,D08AX,Hydrogen peroxide,Agua oxigenada,outros,outros
7944,D08AX,Methylthioninium chloride,Azul de metileno,outros,outros
7945,D08AX,Permanganato de potássio,Permanganate de potassium,outros,outros
7946,D08AX,Permanganato de potássio,Permanganato de potassio uniphar,outros,outros
7947,D08AX,Permanganato de potássio,Potassio Permanganato,outros,outros
7948,D08AX,Potassium permanganate,Permanganate de potassium,outros,outros
7949,D08AX,Potassium permanganate,Permanganato potassium,outros,outros
7950,D08AX,Potassium permanganate,Potassio Permanganato,outros,outros
7951,D08AX,Sodium hypochlorite,Hipoclorito sodico,outros,outros
7952,D08AX,Tosylchloramide sodium,Clorina,outros,outros
7953,D08AX_x000D_|V03AB,Cloreto de metiltionínio,Azul de metileno,outros,outros
7954,D08AX_x000D_|V03AX,Brilliant green ci 42040,Brilliant green,outros,outros
7955,D08AX_x000D_|V07AV,Propanol,Propanol,outros,outros
7956,D08AX|D11A|R02AA|V07AV,Formaldehyde solution,Formalin,outros,outros
7957,D08AX|V03AB,Cloreto de metiltionínio,Azul de metileno,outros,outros
7958,D08AX|V07AV,Propanol,Propanol,outros,outros
7959,D08A_x000D_|J01EC,Nitrato de cerio_x000D_|Sulfadiazina de prata,"Cerous nitrate,Sulfadiazine silver",outros,outros
7960,D08A_x000D_|J01EC,Nitrato de cerio_x000D_|Sulfadiazine,"Cerous nitrate,Sulfadiazine",outros,outros
7961,D09A,Polyurethane,Opsite,outros,outros
7962,D09A,Polyurethane,Tegaderm foam adhesive,outros,outros
7963,D09AB,Oxido de zinco,Unna boot bandage,outros,outros
7964,D09AB,Zinc oxide,Unna boot bandage,outros,outros
7965,D10A,Cera de abelha_x000D_|Glycerol_x000D_|Potassium stearate_x000D_|Propylene glycol_x000D_|Stearic acid,Neutrogena,outros,outros
7966,D10AB,Benzoyl peroxide|Sulfur,Vanair,outros,outros
7967,D10AB_x000D_|D11AC_x000D_|D11AX_x000D_|P03AA_x000D_|V91,Enoxfre,Sulfur,outros,outros
7968,D10AD,Adapalene,Adacne,outros,outros
7969,D10AD,Adapalene,Adapaleno,outros,outros
7970,D10AD,Adapalene,Adlene,outros,outros
7971,D10AD,Adapalene,Belpele,outros,outros
7972,D10AD,Adapalene,Deriva micro,outros,outros
7973,D10AD,Adapalene,Differin,outros,outros
7974,D10AD,Adapalene_x000D_|Peróxido de benzoíla,Epiduo,outros,outros
7975,D10AD,Adapalene_x000D_|Peróxido de benzoíla,Epiduo forte,outros,outros
7976,D10AD,Adapalene|Benzoyl peroxide,Epiduo,outros,outros
7977,D10AD,Adapalene|Clindamycin phosphate,Deriva c,outros,outros
7978,D10AD,Erythromycin_x000D_|Isotretinoína,Isotrexin,outros,outros
7979,D10AD,Fosfato de clindamicina_x000D_|Tretinoína,Clinface,outros,outros
7980,D10AD,Minoxidil_x000D_|Tretinoína,"Minoxidil,Tretinoin",outros,outros
7981,D10AD,Tretinoin,Acido retinoico,outros,outros
7982,D10AD,Tretinoin,Vitacid,outros,outros
7983,D10AD,Tretinoína,Vitanol,outros,outros
7984,D10AD_x000D_|D10BA,Isotretinoína,Isotretinoin,outros,outros
7985,D10AD_x000D_|D10BA,Isotretinoína,Isotretinoina,outros,outros
7986,D10AD_x000D_|D10BA,Isotretinoína,Roaccutane,outros,outros
7987,D10AD_x000D_|D10BA,Isotretinoína,Roacutan,outros,outros
7988,D10AD|D10BA,Isotretinoin,Isotretinoin,outros,outros
7989,D10AD|D10BA,Isotretinoin,Isotretinoina,outros,outros
7990,D10AD|D10BA,Isotretinoin,Roaccutane,outros,outros
7991,D10AD|D10BA,Isotretinoin,Roacutan,outros,outros
7992,D10AD|D10BA,Isotretinoína,Isotretinoina,outros,outros
7993,D10AD|D11AX|L01XF,Tretinoin,Tretinoina,outros,outros
7994,D10AE,Benzoyl peroxide,Clindoxyl Control,outros,outros
7995,D10AE,Benzoyl peroxide,Peroxido de benzoilo,outros,outros
7996,D10AE,Peróxido de benzoíla,Acnezil,outros,outros
7997,D10AE,Peróxido de benzoíla,Clindoxyl Control,outros,outros
7998,D10AE,Peróxido de benzoíla,Neutrogena,outros,outros
7999,D10AF,Benzoyl peroxide|Clindamycin phosphate,Clindoxyl,outros,outros
8000,D10AF,Benzoyl peroxide|Clindamycin phosphate,Hyclin,outros,outros
8001,D10AF,Benzoyl peroxide|Clindamycin phosphate,Peroclin,outros,outros
8002,D10AF,Clindamycin phosphate,Clindamycin phosphate topical solution usp,outros,outros
8003,D10AF,Clindamycin phosphate,Messina,outros,outros
8004,D10AF,Erythromycin,Amone,outros,outros
8005,D10AF,Peróxido de benzoíla_x000D_|Fosfato de clindamicina,Clindoxyl,outros,outros
8006,D10AF_x000D_|G01AA_x000D_|J01FF,Clindamycin,Clindamicina,outros,outros
8007,D10AF_x000D_|G01AA_x000D_|J01FF,Clindamycin,Clindamycin,outros,outros
8008,D10AF_x000D_|G01AA_x000D_|J01FF,Clindamycin,Clindamycinum,outros,outros
8009,D10AF_x000D_|G01AA_x000D_|J01FF,Cloridrato de clindamicina,Clinda,outros,outros
8010,D10AF_x000D_|G01AA_x000D_|J01FF,Cloridrato de clindamicina,Clindamicina,outros,outros
8011,D10AF_x000D_|G01AA_x000D_|J01FF,Cloridrato de clindamicina,Clindamycin HCL,outros,outros
8012,D10AF_x000D_|G01AA_x000D_|J01FF,Cloridrato de clindamicina,Dalacin,outros,outros
8013,D10AF_x000D_|G01AA_x000D_|J01FF,Cloridrato de clindamicina,Dalacin c,outros,outros
8014,D10AF_x000D_|G01AA_x000D_|J01FF,Fosfato de clindamicina,Clindamicin,outros,outros
8015,D10AF_x000D_|G01AA_x000D_|J01FF,Fosfato de clindamicina,Clindamicina,outros,outros
8016,D10AF_x000D_|G01AA_x000D_|J01FF_x000D_|S01AA,Clindamycin,Clindamicina,outros,outros
8017,D10AF_x000D_|G01AA_x000D_|J01FF_x000D_|S01AA,Clindamycin,Clindamycin,outros,outros
8018,D10AF_x000D_|G01AA_x000D_|J01FF_x000D_|S01AA,Clindamycin,Clindamycinum,outros,outros
8019,D10AF_x000D_|J01FA_x000D_|S01AA,Azithromycin,Azithromycin,outros,outros
8020,D10AF_x000D_|J01FA_x000D_|S01AA,Azithromycin,Azitromicina,outros,outros
8021,D10AF_x000D_|J01FA_x000D_|S01AA,Azithromycin,Azitromycin,outros,outros
8022,D10AF_x000D_|J01FF,Cloridrato de clindamicina,Clindamycin,outros,outros
8023,D10AF_x000D_|J01FF,Cloridrato de palmitato de clindamicina,Clindamycin,outros,outros
8024,D10AF|G01AA|J01FF,Clindamycin,Clindamicina,outros,outros
8025,D10AF|G01AA|J01FF,Clindamycin,Clindamycin,outros,outros
8026,D10AF|G01AA|J01FF,Clindamycin hydrochloride,Clindamicina,outros,outros
8027,D10AF|G01AA|J01FF,Clindamycin hydrochloride,Dalacin,outros,outros
8028,D10AF|G01AA|J01FF,Clindamycin hydrochloride,Dalacin c,outros,outros
8029,D10AF|G01AA|J01FF,Clindamycin hydrochloride,Dalacina,outros,outros
8030,D10AF|G01AA|J01FF,Clindamycin hydrochloride,Prolic,outros,outros
8031,D10AF|G01AA|J01FF,Clindamycin phosphate,Clindamicin,outros,outros
8032,D10AF|G01AA|J01FF,Clindamycin phosphate,Clindamicina,outros,outros
8033,D10AF|G01AA|J01FF,Clindamycin phosphate,Clindamycin phosphate,outros,outros
8034,D10AF|G01AA|J01FF,Clindamycin phosphate,Dalacin,outros,outros
8035,D10AF|G01AA|J01FF,Cloridrato de clindamicina,Clindamicina,outros,outros
8036,D10AF|G01AA|J01FF,Fosfato de clindamicina,Clindamicin,outros,outros
8037,D10AF|G01AA|J01FF,Fosfato de clindamicina,Clindamicina,outros,outros
8038,D10AF|G01AA|J01FF,Fosfato de clindamicina,Clindamycin,outros,outros
8039,D10AF|G01AA|J01FF|S01AA,Clindamycin,Clindamicina,outros,outros
8040,D10AF|G01AA|J01FF|S01AA,Clindamycin,Clindamycin,outros,outros
8041,D10AF|J01FA|S01AA,Azithromycin,Azithromycin,outros,outros
8042,D10AF|J01FA|S01AA,Azithromycin,Azithromycine,outros,outros
8043,D10AF|J01FA|S01AA,Azithromycin,Azitromicina,outros,outros
8044,D10AF|J01FF,Clindamycin hydrochloride,Clindamycin,outros,outros
8045,D10AF|J01FF,Clindamycin hydrochloride,Clindamycine,outros,outros
8046,D10AX,Azelaic acid,Acido azelaico,outros,outros
8047,D10AX,Azelaic acid,acido azelaico,outros,outros
8048,D10AX,Ácido azelaico,Azelan,outros,outros
8049,D10AX_x000D_|D11AH_x000D_|J02AX_x000D_|J04BA,Dapsone,Dapsona,outros,outros
8050,D10AX_x000D_|D11AH_x000D_|J02AX_x000D_|J04BA,Dapsone,Dapsone,outros,outros
8051,D10AX_x000D_|D11AH_x000D_|J02AX_x000D_|J04BA_x000D_|P01BX,Dapsone,Dapsona,outros,outros
8052,D10AX_x000D_|D11AH_x000D_|J02AX_x000D_|J04BA_x000D_|P01BX,Dapsone,Dapsone,outros,outros
8053,D10AX|D11AH|J01XX|J02AX|J04BA|P01BX,Dapsone,Dapsona,outros,outros
8054,D10AX|D11AH|J02AX|J04BA,Dapsone,Dapsona,outros,outros
8055,D10AX|D11AH|J02AX|J04BA,Dapsone,Dapsone,outros,outros
8056,D10BA,Isotretinoin,Ison,outros,outros
8057,D10BA,Isotretinoína,Amalfi,outros,outros
8058,D10BA,Isotretinoína,Ison,outros,outros
8059,D10BA,Isotretinoína,Isotret,outros,outros
8060,D10BA,Isotretinoína,Isotretinoina,outros,outros
8061,D10BA,Isotretinoína,Roacutan,outros,outros
8062,D10BA_x000D_|L01XF,Tretinoína,Vesanoid,outros,outros
8063,D10BA|L01XF,Tretinoína,Vesanoid,outros,outros
8064,D10BX,Acetato de ciproterona_x000D_|Ethinylestradiol,Diclin,outros,outros
8065,D10BX,Cyproterone acetate|Ethinylestradiol,Diclin,outros,outros
8066,D10BX,Cyproterone acetate|Ethinylestradiol,Repopil 35,outros,outros
8067,D10BX_x000D_|G03AA,Acetato de clormadinona_x000D_|Ethinylestradiol,Belara,outros,outros
8068,D10BX_x000D_|G03HB,Acetato de ciproterona_x000D_|Ethinylestradiol,Diane,outros,outros
8069,D10BX|G03AA,Chlormadinone acetate|Ethinylestradiol,Belara,outros,outros
8070,D10BX|G03HB,Acetato de ciproterona|Ethinylestradiol,Acetato de ciproterona + etinilestradiol,outros,outros
8071,D10BX|G03HB,Cyproterone acetate|Ethinylestradiol,Acetato de ciproterona + etinilestradiol,outros,outros
8072,D10BX|G03HB,Cyproterone acetate|Ethinylestradiol,"Cyproterone acetate,Ethinylestradiol",outros,outros
8073,D10BX|G03HB,Cyproterone acetate|Ethinylestradiol,Diane,outros,outros
8074,D10BX|G03HB,Cyproterone acetate|Ethinylestradiol,Duelle,outros,outros
8075,D10BX|G03HB,Cyproterone acetate|Ethinylestradiol,Dunia,outros,outros
8076,D11AA_x000D_|G04BD,Oxybutynin,Oxibutinina,outros,outros
8077,D11AA_x000D_|G04BD,Oxybutynin,Oxybutynin,outros,outros
8078,D11AA_x000D_|G04BD,Oxybutynin hydrochloride,Oxybutynin hydrochloride,outros,outros
8079,D11AA_x000D_|G04BD_x000D_|M03AX_x000D_|N02CX,Toxina botulínica a,Botox,outros,outros
8080,D11AA_x000D_|M03AX,Complexo toxina hemaglutinina tipo A,Dysport,outros,outros
8081,D11AA|D11AX|M03AX|N02CX,Botulinum toxin type a,AbobotulinumtoxinA,outros,outros
8082,D11AA|D11AX|M03AX|N02CX,Botulinum toxin type a,OnabotulinumtoxinA,outros,outros
8083,D11AA|D11AX|M03AX|N02CX,Botulinum toxin type a,Toxin botulinum a,outros,outros
8084,D11AA|G04BD|M03AX|N02CX,Botulinum toxin type a,Botox,outros,outros
8085,D11AA|G04BD|M03AX|N02CX,Toxina botulínica a,Botox,outros,outros
8086,D11AA|M03AX,Complexo toxina hemaglutinina tipo A,Dysport,outros,outros
8087,D11AC,Salicylic acid,Acido salicilico,outros,outros
8088,D11AC,Salicylic acid,Cerave Psoriasis,outros,outros
8089,D11AC,Ácido salicílico,Acido salicilico,outros,outros
8090,D11AC,Ácido salicílico,Neostrata,outros,outros
8091,D11AF,Salicylic acid,Salicid,outros,outros
8092,D11AF,Trichloroacetic acid,Acido tricloroacetico,outros,outros
8093,D11AF|V07AV,Glutaral,Glutaraldehyde,outros,outros
8094,D11AH,Abrocitinib,Abrocitinib,outros,outros
8095,D11AH,Abrocitinib,Cibinqo,outros,outros
8096,D11AH,Abrocitinibe,Cibinqo,outros,outros
8097,D11AH,Pimecrolimo,Elidel,outros,outros
8098,D11AH,Tacrolimo,Tacro,outros,outros
8099,D11AH,Tacrolimo,Tacrol,outros,outros
8100,D11AH,Tacrolimo monoidratado,Protopic,outros,outros
8101,D11AH,Tacrolimus,Tacroz,outros,outros
8102,D11AH,Tacrolimus monohydrate,Protopic,outros,outros
8103,D11AH_x000D_|G02WB_x000D_|M01AW_x000D_|V90,Borago officinalis,Gamaline v,outros,outros
8104,D11AH_x000D_|L01EJ,Ruxolitinibe,Ruxolitinib,outros,outros
8105,D11AH_x000D_|L04AD,Tacrolimo,Prograf,outros,outros
8106,D11AH_x000D_|L04AD,Tacrolimo,Tacroli,outros,outros
8107,D11AH_x000D_|L04AD,Tacrolimo,Tacrolim,outros,outros
8108,D11AH_x000D_|L04AD,Tacrolimo,Tacrolimo,outros,outros
8109,D11AH_x000D_|L04AD,Tacrolimo,Tarfic,outros,outros
8110,D11AH_x000D_|L04AD,Tacrolimo monoidratado,Tacrolimus,outros,outros
8111,D11AH_x000D_|L04AD_x000D_|S01XA,Tacrolimo,Tacrolimus,outros,outros
8112,D11AH_x000D_|L04AD_x000D_|S01XA,Tacrolimo monoidratado,Tacrolimus monohydrate,outros,outros
8113,D11AH_x000D_|R01_x000D_|R03DX,Dupilumabe,Dupilumab,outros,outros
8114,D11AH_x000D_|R01_x000D_|R03DX,Dupilumabe,Dupixent,outros,outros
8115,D11AH|D11AX|L01EJ|L04AF,Ruxolitinibe,Ruxolitinib,outros,outros
8116,D11AH|L01EJ,Ruxolitinib,Ruxolitinib,outros,outros
8117,D11AH|L04AD,Tacrolimo,Tacroli,outros,outros
8118,D11AH|L04AD,Tacrolimo,Tacrolimo,outros,outros
8119,D11AH|L04AD,Tacrolimo,Tarfic,outros,outros
8120,D11AH|L04AD,Tacrolimo monoidratado,Tacrolimus,outros,outros
8121,D11AH|L04AD,Tacrolimus,Prograf,outros,outros
8122,D11AH|L04AD,Tacrolimus,Tacroli,outros,outros
8123,D11AH|L04AD,Tacrolimus,Tacrolimo,outros,outros
8124,D11AH|L04AD,Tacrolimus,Tacrolimus,outros,outros
8125,D11AH|L04AD,Tacrolimus,Tarfic,outros,outros
8126,D11AH|L04AD,Tacrolimus monohydrate,Tacrolimus,outros,outros
8127,D11AH|L04AD|S01XA,Tacrolimo,Tacrolimus,outros,outros
8128,D11AH|L04AD|S01XA,Tacrolimus,Tacrolimus,outros,outros
8129,D11AH|R01|R03DX,Dupilumab,Dupilumab,outros,outros
8130,D11AH|R01|R03DX,Dupilumab,Dupixent,outros,outros
8131,D11AH|R01|R03DX,Dupilumabe,Dupixent,outros,outros
8132,D11AX,Aminobenzoic acid|Cysteine|Thiamine hydrochloride,Pantogar,outros,outros
8133,D11AX,Ascorbic acid|Biotin|Hyaluronic acid|Lysine|Vitamin e nos,Acido hialuronico,outros,outros
8134,D11AX,Ascorbic acid|Ferulic acid,"Ascorbic acid,Ferulic acid",outros,outros
8135,D11AX,Ascorbic acid|Gelatine hydrolysate,Colageno,outros,outros
8136,D11AX,Ascorbic acid|Gelatine hydrolysate|Hibiscus sabdariffa,Cartigen c,outros,outros
8137,D11AX,Ascorbic acid|Glycolic acid|Hydroquinone|Tocopherol,Glyquin,outros,outros
8138,D11AX,Ascorbic acid|Hyaluronic acid|Madecassoside,Redermic,outros,outros
8139,D11AX,Bicarbonato de sódio_x000D_|Talco,Toleriane,outros,outros
8140,D11AX,Biotin_x000D_|Cromo_x000D_|Cloridrato de piridoxina_x000D_|Selênio_x000D_|Zinco,Imecap hair,outros,outros
8141,D11AX,Biotin|Chromium|Pyridoxine hydrochloride|Selenium|Zinc,Capitrat,outros,outros
8142,D11AX,Biotin|Chromium|Pyridoxine hydrochloride|Selenium|Zinc,Imecap hair,outros,outros
8143,D11AX,Biotin|Cromo|Cloridrato de piridoxina|Selênio|Zinco,Imecap hair,outros,outros
8144,D11AX,Calcium pantothenate|Cystine,Pantogar,outros,outros
8145,D11AX,Carthamus tinctorius oil_x000D_|Ácido hialurônico_x000D_|Niacinamida,CeraVe Eczema Creamy Oil,outros,outros
8146,D11AX,Collagen,Colageno,outros,outros
8147,D11AX,Collagen,Peptcollagen,outros,outros
8148,D11AX,Cystine|Methionine|Oenothera biennis oil|Soya Isoflavones|Vitamins nos|Zinc sulfate,Anacaps,outros,outros
8149,D11AX,Durapatita_x000D_|Hialuronato de sódio,Harmonyca,outros,outros
8150,D11AX,Durapatita_x000D_|Hialuronato de sódio_x000D_|Cloridrato de lidocaina,Harmonyca,outros,outros
8151,D11AX,Eflornithine hydrochloride,Follinil,outros,outros
8152,D11AX,Eflornithine hydrochloride,Vaniflo,outros,outros
8153,D11AX,Estradiol,Avicis,outros,outros
8154,D11AX,Finasteride,Finalop,outros,outros
8155,D11AX,Fluocinolona acetonida_x000D_|Hidroquinona_x000D_|Tretinoína,Hormoskin,outros,outros
8156,D11AX,Fluocinolona acetonida|Hidroquinona|Tretinoína,Suavicid,outros,outros
8157,D11AX,Fluocinolone acetonide|Hydroquinone|Tretinoin,Suavicid,outros,outros
8158,D11AX,Hyaluronic acid,Belotero soft,outros,outros
8159,D11AX,Hyaluronic acid|Lidocaine,Juvederm ultra plus,outros,outros
8160,D11AX,Hyaluronic acid|Lidocaine hydrochloride,Juvederm volux,outros,outros
8161,D11AX,Ivermectin,Soolantra,outros,outros
8162,D11AX,Minoxidil,Aloxidil,outros,outros
8163,D11AX,Minoxidil,Dixil,outros,outros
8164,D11AX,Minoxidil,Eniagor,outros,outros
8165,D11AX,Minoxidil,Minoxi,outros,outros
